sample_location,ufn,species,survey_date,site_id,lat,lon,standard_length,fork_length,weight,date_processed,stock_1,prob_1,stock_2,prob_2,stock_3,prob_3,container_id,comments_sample,comments_fish_health_lab,comments_protocol
BRN26-H6,U2439,SO,2016-05-21,J07,50.458043,-126.152637,87,NA,7.7,2016-11-03,Seymour,1,NA,NA,NA,NA,BRN26,NA,Redness around operclum and vent.,NA
BRN26-G6,U2451,SO,2016-05-21,J08,50.480359,-126.412275,100,NA,9.5,2016-11-07,Paula,0.57,Forfar,0.32,Hudson_Bay,0.06,BRN26,NA,NA,Otoliths were extracted with metal tweezers.
BRN26-F6,U2452,SO,2016-05-21,J08,50.480359,-126.412275,101,NA,9.7,2016-11-07,Stellako,0.99,L_Shuswap,0.01,Kuzkwa_Cr,0,BRN26,NA,NA,NA
BRN26-E6,U2453,SO,2016-05-21,J08,50.480359,-126.412275,92,NA,8.8,2016-11-07,Chilko,0.99,Narrows,0,Stellako,0,BRN26,NA,Pale liver.,Samples somewhat thawed due to training new employee.
BRN26-D6,U2454,SO,2016-05-21,J08,50.480359,-126.412275,101,NA,10.2,2016-11-08,L_Shuswap,1,MiddleShuswap,0,Chilko,0,BRN26,NA,NA,NA
BRN26-C6,U2455,SO,2016-05-21,J08,50.480359,-126.412275,95,NA,8.6,2016-11-08,Seymour,0.95,Paula,0.02,Scotch,0.01,BRN26,NA,NA,NA
BRN26-B6,U2456,SO,2016-05-21,J08,50.480359,-126.412275,99,NA,9.5,2016-11-09,Chilko,0.99,Raft,0,Blue_Lead_Ck,0,BRN26,NA,NA,NA
BRN26-A6,U2457,SO,2016-05-21,J08,50.480359,-126.412275,90,NA,11.8,2016-11-09,Little,0.54,L_Shuswap,0.43,Horsefly,0.02,BRN26,NA,NA,NA
BRN26-H11,U2458,SO,2016-05-21,J08,50.480359,-126.412275,96,NA,10,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,Brains several individulas in this subsample had a reddness in the middle of the brain. a red dot in the middle of the three lobes. picture taken.,NA
BRN26-G11,U2459,SO,2016-06-03,D24,50.239953,-125.126574,81,86,5.9,2016-11-09,Horsefly,0.74,L_Adams,0.21,Little,0.04,BRN26,NA,NA,NA
BRN26-F11,U2460,SO,2016-06-03,D24,50.239953,-125.126574,86,90,6.4,2016-11-09,L_Shuswap,0.88,L_Adams,0.1,Portage_Cr,0.01,BRN26,NA,NA,NA
BRN26-E11,U2461,SO,2016-06-03,D24,50.239953,-125.126574,92,96,8,2016-11-09,L_Shuswap,0.98,L_Adams,0.01,MiddleShuswap,0.01,BRN26,NA,NA,NA
BRN26-D11,U2462,SO,2016-06-03,D24,50.239953,-125.126574,94,99,8.8,2016-11-09,Chilko,0.99,L_Adams,0.01,Little,0,BRN26,NA,NA,NA
BRN26-C11,U2463,SO,2016-06-03,D24,50.239953,-125.126574,85,90,6.6,2016-11-09,Scotch,0.78,Little,0.12,L_Adams,0.1,BRN26,NA,NA,NA
BRN26-B11,U2464,SO,2016-05-26,J04,50.522967,-126.377383,87,92,7,2016-11-10,L_Shuswap,0.84,Little,0.05,MiddleShuswap,0.04,BRN26,NA,Small spleen.,NA
BRN26-A11,U2465,SO,2016-05-26,J04,50.522967,-126.377383,88,NA,6.8,2016-11-10,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-H9,U2601,SO,2016-06-23,D24,50.24043,-125.119941,107,NA,18.8,2016-11-08,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-G9,U2602,SO,2016-06-23,D24,50.24043,-125.119941,105,110,17.2,2016-11-08,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-F9,U2603,SO,2016-06-23,D24,50.24043,-125.119941,103,107,13.2,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-E9,U2604,SO,2016-06-23,D24,50.24043,-125.119941,100,NA,13.5,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-D9,U2605,SO,2016-06-23,D24,50.24043,-125.119941,123,130,21.4,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-C9,U2606,SO,2016-06-23,D24,50.24043,-125.119941,109,114,20.4,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-B9,U2607,SO,2016-05-27,J06,50.477037,-126.028592,98,103,8.8,2016-11-10,Little,0.73,L_Adams,0.06,Chilko,0.04,BRN26,NA,NA,NA
BRN26-A9,U2608,SO,2016-05-27,J06,50.477037,-126.028592,91,NA,7,2016-11-10,L_Shuswap,0.53,Scotch,0.28,Little,0.1,BRN26,NA,NA,NA
BRN26-H10,U2701,SO,2016-06-23,D24,50.24043,-125.119941,125,130,25.8,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,Pale spleen,Only 1 otolith found
BRN26-G10,U2702,SO,2016-06-23,D24,50.24043,-125.119941,103,109,14.4,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-F10,U2703,SO,2016-06-23,D24,50.24043,-125.119941,107,113,15.7,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-E10,U2704,SO,2016-06-23,D24,50.24043,-125.119941,122,128,23.2,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-D10,U2705,SO,2016-05-27,J06,50.477037,-126.028592,89,95,8,2016-11-09,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-C10,U2706,SO,2016-05-27,J06,50.477037,-126.028592,90,NA,8.5,2016-11-09,Little,0.42,Tachie,0.17,L_Adams,0.16,BRN26,NA,"Unidentified ""sac"" (transclucent exterior; pale-beige interior) found attached to side of anal fin",Lost 1 otolith
BRN26-B10,U2707,SO,2016-05-27,J06,50.477037,-126.028592,87,92,7.1,2016-11-09,Chilko,0.95,L_Shuswap,0.03,Quesnel_Horsef,0,BRN26,NA,NA,NA
BRN26-A10,U2708,SO,2016-05-27,J06,50.477037,-126.028592,81,87,6.4,2016-11-10,NA,NA,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-H12,U2709,SO,2016-05-27,J06,50.477037,-126.028592,84,88,8.1,2016-11-10,Chilko,0.89,Quesnel_Horsef,0.1,Horsefly,0.01,BRN26,NA,Small spleen,NA
BRN26-G12,U2710,SO,2016-05-27,J06,50.477037,-126.028592,83,88,7,2016-11-10,Chilko,0.92,Quesnel_Horsef,0.05,L_Shuswap,0.01,BRN26,NA,NA,NA
BRN26-F12,U2711,SO,2016-05-27,J06,50.477037,-126.028592,85,90,7.7,2016-11-10,Quesnel_Horsef,0.61,U_Horsefly,0.11,Little,0.09,BRN26,NA,Pale ventricle,NA
BRN26-E12,U2712,SO,2016-05-20,J05,50.506881,-126.247378,102,NA,10.4,2016-11-10,Nadina,1,NA,NA,NA,NA,BRN26,NA,NA,NA
BRN26-D12,U2713,SO,2016-05-20,J05,50.506881,-126.247378,90,NA,8.6,2016-11-10,Chilko,0.5,Horsefly,0.38,U_Horsefly,0.06,BRN26,NA,NA,NA
BRN26-C12,U2714,SO,2016-05-20,J05,50.506881,-126.247378,83,NA,5.9,2016-11-10,L_Shuswap,0.81,Seymour,0.15,Little,0.03,BRN26,NA,NA,NA
BRN26-B12,U2715,SO,2016-05-20,J05,50.506881,-126.247378,85,NA,6.6,2016-11-10,Chilko,0.98,Forfar,0.01,Paula,0.01,BRN26,NA,NA,NA
BRN26-A12,U2716,SO,2016-05-20,J05,50.506881,-126.247378,86,NA,7.2,2016-11-10,Horsefly,0.53,U_Horsefly,0.32,Seymour,0.06,BRN26,NA,NA,NA
BRN40-H2,U4201,SO,2016-05-19,D08,50.319977,-125.042165,88,NA,6.6,2017-08-23,L_Adams,0.92,L_Shuswap,0.03,Scotch,0.02,BRN40,NA,NA,NA
BRN40-G2,U4202,SO,2016-05-19,D08,50.319977,-125.042165,74,78,4.3,2017-08-23,Scotch,1,NA,NA,NA,NA,BRN40,NA,NA,Lost both otoliths
BRN40-F2,U4203,SO,2016-05-19,D08,50.319977,-125.042165,83,86,5.3,2017-08-23,Scotch,0.98,L_Adams,0.02,Eagle_L,0,BRN40,NA,NA,NA
BRN40-E2,U4204,SO,2016-05-19,D08,50.319977,-125.042165,84,89,5.6,2017-08-23,McKinley,0.92,Quesnel_Horsef,0.06,L_Adams,0.01,BRN40,NA,NA,No stomach taken
BRN40-D2,U4205,SO,2016-05-26,D07,50.190737,-125.143169,92,96,7.4,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-C2,U4206,SO,2016-05-26,D07,50.190737,-125.143169,80,84,5.8,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-B2,U4207,SO,2016-05-26,D07,50.190737,-125.143169,83,NA,6.2,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-A2,U4208,SO,2016-05-26,D07,50.190737,-125.143169,81,85,6.1,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-H10,U4209,SO,2016-05-27,D09,50.304166,-125.333511,88,93,7.1,2017-09-18,L_Shuswap,0.85,L_Adams,0.13,MiddleShuswap,0.02,BRN40,NA,NA,NA
BRN40-G10,U4210,SO,2016-05-27,D09,50.304166,-125.333511,88,93,7.1,2017-09-18,L_Shuswap,1,MiddleShuswap,0,L_Adams,0,BRN40,NA,NA,"Dropped fish on the table, forget to take the stomach"
BRN40-F10,U4211,SO,2016-05-27,D09,50.304166,-125.333511,91,97,7.8,2017-09-18,Seymour,0.96,L_Adams,0.02,L_Shuswap,0.01,BRN40,NA,NA,NA
BRN40-E10,U4212,SO,2016-05-27,D09,50.304166,-125.333511,88,93,6.9,2017-09-18,L_Shuswap,0.94,MiddleShuswap,0.05,L_Adams,0.01,BRN40,Heart RNA is contaminated,NA,Heart RNA is contaminated
BRN40-D10,U4213,SO,2016-05-28,J03,50.545897,-126.668909,90,95,7.3,2017-09-18,L_Shuswap,0.99,MiddleShuswap,0.01,L_Adams,0,BRN40,NA,NA,NA
BRN40-C10,U4214,SO,2016-05-28,J03,50.545897,-126.668909,90,94,8.8,2017-09-18,Scotch,0.92,Seymour,0.07,Eagle,0.01,BRN40,Dropped brain on outside part of skull cap,NA,Dropped brain on outside part of skull cap
BRN40-B10,U4215,SO,2016-05-22,J09,50.543296,-126.816816,111,NA,13.2,2017-09-21,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-A10,U4216,SO,2016-05-22,J09,50.543296,-126.816816,105,NA,10.5,2017-09-21,Stellako,0.62,Nadina,0.36,Chilko,0.01,BRN40,NA,NA,NA
BRN40-H1,U4225,SO,2016-05-19,D08,50.319977,-125.042165,69,NA,3.3,2017-08-23,Scotch,0.79,L_Adams,0.2,Seymour,0,BRN40,NA,NA,NA
BRN40-G1,U4226,SO,2016-05-19,D08,50.319977,-125.042165,78,NA,4.5,2017-08-23,L_Adams,0.99,McKinley,0.01,Eagle_L,0,BRN40,NA,NA,NA
BRN40-F1,U4227,SO,2016-05-19,D08,50.319977,-125.042165,87,NA,5.4,2017-08-23,L_Adams,0.98,Portage_Cr,0.02,NA,NA,BRN40,NA,Large lesion on dorsal side near caudal peduncal. looked almost like a bite.,NA
BRN40-E1,U4228,SO,2016-05-19,D08,50.319977,-125.042165,84,88,5.4,2017-08-23,L_Shuswap,1,MiddleShuswap,0,NA,NA,BRN40,NA,NA,NA
BRN40-D1,U4229,SO,2016-05-19,D08,50.319977,-125.042165,83,87,5.1,2017-08-23,L_Adams,0.84,McKinley,0.13,Quesnel_Horsef,0.01,BRN40,NA,NA,NA
BRN40-C1,U4230,SO,2016-05-19,D08,50.319977,-125.042165,87,NA,5.7,2017-08-23,Scotch,1,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-B1,U4231,SO,2016-05-28,J03,50.545897,-126.668909,95,NA,9,2017-08-25,L_Shuswap,0.98,MiddleShuswap,0.01,L_Adams,0.01,BRN40,NA,Pale kidney and liver,NA
BRN40-A1,U4232,SO,2016-05-28,J03,50.545897,-126.668909,98,104,9.4,2017-08-25,Chilko,0.46,Tachie,0.45,Pinchi_Cr,0.06,BRN40,NA,Pale gills and pale dorsal heart ventericle.,NA
BRN40-H5,U4233,SO,2016-05-28,J03,50.545897,-126.668909,88,93,7.9,2017-08-25,Quesnel_Horsef,0.4,Little,0.32,L_Shuswap,0.1,BRN40,NA,NA,NA
BRN40-G5,U4234,SO,2016-05-28,J03,50.545897,-126.668909,93,99,8,2017-08-25,Tachie,0.24,Scotch,0.17,Chilko,0.11,BRN40,NA,NA,NA
BRN40-F5,U4235,SO,2016-05-28,J03,50.545897,-126.668909,94,99,8.2,2017-08-25,L_Shuswap,0.75,Little,0.19,L_Adams,0.03,BRN40,NA,NA,NA
BRN40-E5,U4236,SO,2016-05-28,J03,50.545897,-126.668909,90,95,7.5,2017-08-28,Tachie,0.62,Pinchi_Cr,0.22,Chilko,0.06,BRN40,NA,NA,NA
BRN40-D5,U4237,SO,2016-05-28,J03,50.545897,-126.668909,93,96,7.8,2017-08-28,L_Shuswap,0.87,MiddleShuswap,0.06,Little,0.04,BRN40,NA,NA,NA
BRN40-C5,U4238,SO,2016-05-28,J03,50.545897,-126.668909,87,NA,6,2017-08-28,L_Shuswap,0.79,Scotch,0.08,Little,0.04,BRN40,NA,NA,NA
BRN40-B5,U4239,SO,2016-06-23,J03,50.55803,-126.73463,123,129,20.2,2017-08-28,Chilko,0.75,Little,0.08,Quesnel_Horsef,0.05,BRN40,NA,NA,NA
BRN40-A5,U4240,SO,2016-06-23,J03,50.55803,-126.73463,117,123,16.7,2017-08-28,L_Shuswap,0.67,MiddleShuswap,0.23,Eagle_L,0.08,BRN40,NA,NA,NA
BRN40-H6,U4241,SO,2016-06-23,J03,50.55803,-126.73463,117,122,15.6,2017-08-28,Little,0.34,L_Shuswap,0.25,Scotch,0.18,BRN40,NA,NA,NA
BRN40-G6,U4242,SO,2016-06-23,J03,50.55803,-126.73463,111,117,14.5,2017-08-28,Chilko,1,Chilko-North,0,Little,0,BRN40,NA,NA,NA
BRN40-F6,U4243,SO,2016-06-23,J03,50.55803,-126.73463,114,119,16.2,2017-08-28,Seymour,0.54,Scotch,0.41,L_Shuswap,0.02,BRN40,NA,NA,NA
BRN40-E6,U4244,SO,2016-06-23,J03,50.55803,-126.73463,117,NA,12.2,2017-08-28,L_Shuswap,0.9,MiddleShuswap,0.09,Eagle_L,0.01,BRN40,NA,NA,"Sea lice very thawed, found at end of dissection."
BRN40-D6,U4245,SO,2016-06-23,J03,50.55803,-126.73463,123,128,21.8,2017-08-29,Horsefly,0.82,Quesnel_Horsef,0.15,Roaring,0.02,BRN40,NA,NA,NA
BRN40-C6,U4246,SO,2016-06-23,J03,50.55803,-126.73463,114,NA,16,2017-08-29,Little,0.59,L_Shuswap,0.15,Horsefly,0.14,BRN40,NA,NA,NA
BRN40-B6,U4247,SO,2016-06-23,J03,50.55803,-126.73463,107,112,12.6,2017-08-29,Scotch,0.87,Seymour,0.1,MiddleShuswap,0.01,BRN40,NA,NA,NA
BRN40-A6,U4248,SO,2016-06-23,J03,50.55803,-126.73463,109,114,13.5,2017-08-29,Chilko,0.89,Chilko-North,0.09,Middle,0.01,BRN40,NA,NA,NA
BRN40-H7,U4249,SO,2016-06-04,J03,50.543029,-126.632233,85,90,7.4,2017-08-29,Quesnel_Horsef,0.57,Mitchell,0.15,Horsefly,0.14,BRN40,NA,NA,NA
BRN40-G7,U4250,SO,2016-06-04,J03,50.543029,-126.632233,79,83,5.7,2017-08-29,L_Adams,1,Seymour,0,NA,NA,BRN40,NA,NA,NA
BRN40-F7,U4251,SO,2016-06-04,J03,50.543029,-126.632233,91,96,8.7,2017-08-29,Horsefly,0.44,M_Horsefly,0.25,Chilko,0.15,BRN40,NA,NA,NA
BRN40-D7,U4252,SO,2016-06-04,J03,50.543029,-126.632233,88,92,7.1,2017-08-30,Quesnel_Horsef,0.51,Chilko,0.18,L_Adams,0.18,BRN40,NA,NA,NA
BRN40-E7,U4253,SO,2016-06-04,J03,50.543029,-126.632233,92,97,9,2017-08-30,L_Adams,0.59,Seymour,0.38,L_Shuswap,0.03,BRN40,NA,NA,NA
BRN40-C7,U4254,SO,2016-06-04,J03,50.543029,-126.632233,82,86,6.3,2017-08-30,Mitchell,1,Quesnel_Mitche,0.01,NA,NA,BRN40,NA,NA,Lost one otolith.
BRN40-B7,U4255,SO,2016-06-04,J03,50.543029,-126.632233,85,89,6.4,2017-08-30,L_Shuswap,0.91,MiddleShuswap,0.07,L_Adams,0.02,BRN40,NA,NA,NA
BRN40-A7,U4256,SO,2016-06-04,J03,50.543029,-126.632233,92,97,9.5,2017-08-30,L_Shuswap,0.97,L_Adams,0.02,MiddleShuswap,0,BRN40,NA,NA,NA
BRN40-H8,U4257,SO,2016-06-04,J03,50.543029,-126.632233,96,NA,9.4,2017-08-30,L_Adams,0.88,Seymour,0.11,Horsefly,0,BRN40,NA,NA,NA
BRN40-G8,U4258,SO,2016-06-04,J03,50.543029,-126.632233,88,NA,7.2,2017-08-30,L_Adams,0.57,Seymour,0.22,L_Shuswap,0.21,BRN40,NA,NA,NA
BRN40-F8,U4259,SO,2016-06-10,J03,50.547475,-126.676942,95,NA,9.9,2017-08-31,Chilko-North,0.87,Chilko,0.11,MiddleShuswap,0,BRN40,NA,NA,NA
BRN40-E8,U4260,SO,2016-06-10,J03,50.547475,-126.676942,98,103,10.6,2017-09-05,Chilko,0.82,Hudson_Bay,0.12,Paula,0.02,BRN40,NA,NA,NA
BRN40-D8,U4261,SO,2016-06-10,J03,50.547475,-126.676942,103,108,12.5,2017-09-05,Chilko,0.54,L_Adams,0.22,Quesnel_Horsef,0.09,BRN40,NA,NA,NA
BRN40-C8,U4262,SO,2016-06-10,J03,50.547475,-126.676942,104,109,12.7,2017-09-05,Quesnel_Horsef,0.74,McKinley,0.16,M_Horsefly,0.06,BRN40,NA,NA,One otolith only.
BRN40-B8,U4263,SO,2016-06-10,J03,50.547475,-126.676942,103,107,10.9,2017-09-05,L_Adams,0.77,Seymour,0.05,Portage_Cr,0.04,BRN40,NA,NA,NA
BRN40-A8,U4264,SO,2016-06-10,J03,50.547475,-126.676942,92,97,9.5,2017-09-05,L_Adams,0.83,MiddleShuswap,0.1,Seymour,0.04,BRN40,NA,NA,NA
BRN40-H9,U4265,SO,2016-06-10,J03,50.547475,-126.676942,102,106,11.2,2017-09-05,L_Adams,0.48,Chilko,0.26,Chilko-North,0.11,BRN40,NA,Lesions on cadaul peduncal area. both sides. possibly bird predation scars.,NA
BRN40-G9,U4266,SO,2016-06-10,J03,50.547475,-126.676942,100,106,9.8,2017-09-05,Scotch,0.79,Seymour,0.21,L_Shuswap,0,BRN40,NA,NA,NA
BRN40-F9,U4267,SO,2016-06-10,J03,50.547475,-126.676942,99,NA,9.1,2017-09-05,L_Shuswap,0.79,MiddleShuswap,0.21,NA,NA,BRN40,NA,NA,NA
BRN40-E9,U4268,SO,2016-06-10,J03,50.547475,-126.676942,98,104,10.1,2017-09-05,MiddleShuswap,0.48,L_Adams,0.41,L_Shuswap,0.08,BRN40,NA,NA,NA
BRN40-D9,U4269,SO,2016-05-26,D07,50.190737,-125.143169,86,NA,6.3,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-C9,U4270,SO,2016-05-26,D07,50.190737,-125.143169,94,99,8.4,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-B9,U4271,SO,2016-05-26,D07,50.190737,-125.143169,NA,NA,7.2,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,Forgot to measure
BRN40-A9,U4272,SO,2016-05-26,D07,50.190737,-125.143169,86,91,6.2,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-H3,U4273,SO,2016-05-19,D08,50.319977,-125.042165,70,72,4,2017-08-23,L_Adams,0.64,L_Shuswap,0.22,McKinley,0.06,BRN40,NA,NA,NA
BRN40-G3,U4274,SO,2016-05-19,D08,50.319977,-125.042165,78,84,5.1,2017-08-23,Scotch,0.99,L_Adams,0.01,Seymour,0,BRN40,Liver touched outer fish body,NA,Liver touched outer fish body
BRN40-F3,U4275,SO,2016-05-19,D08,50.319977,-125.042165,79,82,4.9,2017-08-23,L_Adams,0.49,L_Shuswap,0.3,Chilko-North,0.11,BRN40,NA,NA,NA
BRN40-E3,U4276,SO,2016-05-19,D08,50.319977,-125.042165,112,117,14.1,2017-08-23,Nadina,0.6,Pinchi_Cr,0.15,Tachie,0.09,BRN40,NA,NA,NA
BRN40-D3,U4277,SO,2016-05-19,D08,50.319977,-125.042165,86,90,6.5,2017-08-23,Blue_Lead_Ck,0.98,Quesnel_Decept,0.01,Quesnel_Horsef,0,BRN40,NA,NA,NA
BRN40-C3,U4278,SO,2016-05-19,D08,50.319977,-125.042165,84,89,6.2,2017-08-24,L_Shuswap,0.98,L_Adams,0.01,MiddleShuswap,0.01,BRN40,NA,NA,NA
BRN40-B3,U4279,SO,2016-05-19,D08,50.319977,-125.042165,85,88,5.7,2017-08-24,L_Shuswap,0.96,MiddleShuswap,0.02,L_Adams,0.01,BRN40,NA,NA,NA
BRN40-A3,U4280,SO,2016-05-19,D08,50.319977,-125.042165,83,87,5.8,2017-08-24,Blue_Lead_Ck,0.95,Mitchell,0.05,Chilko-North,0,BRN40,NA,NA,NA
BRN40-H4,U4281,SO,2016-05-19,D08,50.319977,-125.042165,71,76,3.7,2017-08-24,Chilko-North,0.36,L_Adams,0.32,Chilko,0.22,BRN40,NA,NA,NA
BRN40-G4,U4282,SO,2016-05-19,D08,50.319977,-125.042165,73,75,3.8,2017-08-24,L_Adams,0.67,Scotch,0.24,McKinley,0.05,BRN40,Gill touched U4283; bead is on top of gill,NA,Gill touched u4283; bead is on top of gill
BRN40-F4,U4283,SO,2016-05-28,J03,50.545897,-126.668909,88,93,7.4,2017-08-24,Quesnel_Horsef,0.86,U_Horsefly,0.1,Horsefly,0.03,BRN40,Gill touched U4282,NA,Gill touched u4282
BRN40-E4,U4284,SO,2016-05-28,J03,50.545897,-126.668909,92,99,8.7,2017-08-24,Quesnel_Horsef,0.81,U_Horsefly,0.12,Horsefly,0.05,BRN40,NA,NA,"Cm fully thawed, therefore did not preserve"
BRN40-D4,U4285,SO,2016-05-26,D07,50.190737,-125.143169,91,96,7.5,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-C4,U4286,SO,2016-05-26,D07,50.190737,-125.143169,77,81,5.6,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-B4,U4287,SO,2016-05-26,D07,50.190737,-125.143169,87,93,6.8,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-A4,U4288,SO,2016-05-26,D07,50.190737,-125.143169,90,95,7.1,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-H12,U4289,SO,2016-05-26,D07,50.190737,-125.143169,90,94,7.6,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-G12,U4290,SO,2016-05-26,D07,50.190737,-125.143169,90,95,7.5,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-F12,U4291,SO,2016-05-26,D07,50.190737,-125.143169,86,91,7.2,2017-09-14,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-E12,U4292,SO,2016-06-14,D09,50.307203,-125.332605,94,NA,9.2,2017-09-15,Horsefly,0.64,Chilko,0.11,Quesnel_Horsef,0.09,BRN40,NA,NA,NA
BRN40-D12,U4293,SO,2016-06-14,D09,50.307203,-125.332605,92,NA,8.1,2017-09-15,Horsefly,0.63,Quesnel_Decept,0.23,Quesnel_Horsef,0.07,BRN40,Small/incomplete brain sample,NA,Small/incomplete brain sample
BRN40-C12,U4294,SO,2016-06-14,D09,50.307203,-125.332605,96,101,9.8,2017-09-15,MiddleShuswap,0.97,Eagle_L,0.03,Freda_Lake,0,BRN40,NA,NA,NA
BRN40-B12,U4295,SO,2016-06-14,D09,50.307203,-125.332605,94,99,9,2017-09-15,MiddleShuswap,0.9,L_Shuswap,0.1,Eagle_L,0,BRN40,NA,NA,NA
BRN40-A12,U4296,SO,2016-06-14,D09,50.307203,-125.332605,90,95,7.8,2017-09-15,MiddleShuswap,0.98,L_Shuswap,0.01,Eagle_L,0.01,BRN40,NA,NA,NA
BRN40-H11,U4297,SO,2016-05-26,D07,50.190737,-125.143169,85,NA,5.9,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-G11,U4298,SO,2016-05-26,D07,50.190737,-125.143169,81,86,5.6,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,Emaciated fish.,NA
BRN40-F11,U4299,SO,2016-05-26,D07,50.190737,-125.143169,84,NA,5.8,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,Emaciated fish.,NA
BRN40-E11,U4300,SO,2016-05-26,D07,50.190737,-125.143169,87,91,7.1,2017-09-08,NA,NA,NA,NA,NA,NA,BRN40,NA,NA,NA
BRN40-D11,U4301,SO,2016-05-26,D07,50.190737,-125.143169,86,90,6.2,2017-09-13,NA,NA,NA,NA,NA,NA,BRN40,Muscle and gill samples placed in the same well as E row u4300,NA,Muscle and gill samples placed in the same well as e row u4300
BRN40-C11,U4302,SO,2016-06-14,D09,50.307203,-125.332605,89,NA,8.4,2017-09-14,MiddleShuswap,0.9,L_Shuswap,0.1,Eagle_L,0.01,BRN40,NA,Scares and lesions on caudal peduncle on left side.,NA
BRN40-B11,U4303,SO,2016-06-14,D09,50.307203,-125.332605,93,NA,8.8,2017-09-15,Eagle_L,0.29,MiddleShuswap,0.26,L_Shuswap,0.21,BRN40,NA,Lesions and sclae loss on bottom left flank.,NA
BRN40-A11,U4304,SO,2016-06-14,D09,50.307203,-125.332605,102,NA,10.3,2017-09-15,MiddleShuswap,0.79,L_Shuswap,0.21,Eagle_L,0,BRN40,NA,NA,NA
BRN41-H1,U4177,SO,2016-06-14,D09,50.307203,-125.332605,94,99,8.9,2017-09-15,L_Shuswap,0.66,MiddleShuswap,0.33,Thompson_N,0,BRN41,NA,NA,NA
BRN41-G1,U4178,SO,2016-06-18,J09,50.579393,-126.714162,88,94,7.9,2017-09-15,Chilko,0.56,Horsefly,0.34,MiddleShuswap,0.06,BRN41,NA,NA,NA
BRN41-F1,U4179,SO,2016-06-18,J09,50.579393,-126.714162,91,96,9,2017-09-15,L_Adams,0.86,Chilko,0.07,MiddleShuswap,0.05,BRN41,NA,NA,NA
BRN41-E1,U4180,SO,2016-06-18,J09,50.579393,-126.714162,82,86,7.4,2017-09-15,Nimpkish,1,Woss_Lake,0,NA,NA,BRN41,NA,NA,NA
BRN41-D1,U4181,SO,2016-06-18,J09,50.579393,-126.714162,82,87,6.6,2017-09-15,Quesnel_Mitche,0.55,Mitchell,0.29,Wasko_Cr,0.14,BRN41,NA,NA,NA
BRN41-C1,U4182,SO,2016-06-18,J09,50.579393,-126.714162,102,107,11.3,2017-09-15,Horsefly,0.4,MiddleShuswap,0.26,L_Adams,0.25,BRN41,Fish fell on floor,NA,Fish hit floor. only 1 otolith
BRN41-B1,U4183,SO,2016-06-18,J09,50.579393,-126.714162,93,NA,8.6,2017-09-15,MiddleShuswap,0.84,L_Adams,0.14,Scotch,0.01,BRN41,NA,Hemorrhaging vent,NA
