ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region,cal_cope_field,lep_cope_field,chal_a_field,chal_b_field,cal_mot_field,cm_field,cpaf_field,caf_field,cgf_field,lpam_field,lpaf_field,lam_field,laf_field,lgf_field,unid_cope_field,unid_chal_field,chal_scar,mot_scar,pred_scar,hemorrhaging,eroded_gill_plate,grazed_gill_plate,mate_guarding,pinched_belly,comments_fish_health_field,licing_protocol_field,qc_flag,flag_reason
U17205,DE523N3,PI,P1121,NA,NA,78,12,3.9,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17206,DE523N3,PI,P1121,NA,NA,77,13,3.9,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17207,DE523N3,PI,P1121,NA,NA,72,12,3.3,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17208,DE523N3,PI,P1121,NA,NA,70,11,3.1,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17209,DE523N3,PI,P1121,NA,NA,77,13,4.2,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17210,DE523N3,PI,P1121,NA,NA,77,13,3.8,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,3,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17211,DE523N3,CU,P1122,NA,NA,76,14,4.6,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17212,DE523N3,CU,P1122,NA,NA,95,17,7.9,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17213,DE523N3,CU,P1122,NA,NA,94,17,7.5,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17214,DE523N3,CU,P1122,NA,NA,103,19,10.5,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17215,DE523N3,CU,P1122,NA,NA,96,17,8,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17216,DE523N3,CU,P1122,NA,NA,78,14,4.1,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17217,DE523N3,CU,P1122,NA,NA,124,25,19.5,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17218,DE523N3,CU,P1122,NA,NA,113,21,13.5,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17219,DE523N3,CU,P1122,NA,NA,93,15,6.8,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17220,DE523N3,CU,P1122,NA,NA,94,16,7.2,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17191,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17192,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17193,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17194,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17195,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17196,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17197,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17198,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17199,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17200,DE523N3,SO,P1120,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17411,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17412,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17413,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17414,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17415,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U17416,DE523N3,SO,P1142,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-06-11,D09,DI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
U16561,JE415N2,SO,P1057,07:49:00,08:01:00,107,18,10.6,SEMSP,dissected,N,NA,2018-06-12,J02,JS,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scarred flank,salmoncoast_allstages,NA,NA
U16562,JE415N2,SO,P1057,07:52:00,08:01:00,110,19,9.9,SEMSP,dissected,N,NA,2018-06-12,J02,JS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,salmoncoast_allstages,NA,NA
U16563,JE415N2,SO,P1057,07:57:00,08:10:00,100,18,10.1,SEMSP,dissected,N,NA,2018-06-12,J02,JS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16564,JE415N2,SO,P1057,08:00:00,08:10:00,111,17,9,SEMSP,dissected,N,NA,2018-06-12,J02,JS,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16565,JE415N2,SO,P1057,08:05:00,08:23:00,119,23,15.2,SEMSP,dissected,N,NA,2018-06-12,J02,JS,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16566,JE415N2,SO,P1057,08:13:00,08:23:00,114,22,12.8,SEMSP,dissected,N,NA,2018-06-12,J02,JS,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Eye; non-louse parasite on pec fin,salmoncoast_allstages,NA,NA
U16567,JE415N2,SO,P1057,08:19:00,08:40:00,113,21,12,SEMSP,dissected,N,NA,2018-06-12,J02,JS,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16568,JE415N2,SO,P1057,08:27:00,08:40:00,115,19,10.4,SEMSP,dissected,N,NA,2018-06-12,J02,JS,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U16811,JE415N2,PI,P1082,NA,NA,104,18,7.9,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16812,JE415N2,PI,P1082,NA,NA,112,20,12.2,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16813,JE415N2,PI,P1082,NA,NA,106,17,9,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16814,JE415N2,PI,P1082,NA,NA,114,21,12.5,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16815,JE415N2,PI,P1082,NA,NA,109,20,7.3,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,Anal fin,salmoncoast_motiles,NA,NA
U16816,JE415N2,PI,P1082,NA,NA,112,18,10.8,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,Pelvic fin,salmoncoast_motiles,NA,NA
U16817,JE415N2,PI,P1082,NA,NA,115,19,10.1,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,0,Lower jaw,salmoncoast_motiles,NA,NA
U16818,JE415N2,PI,P1082,NA,NA,111,19,10.5,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16819,JE415N2,PI,P1082,NA,NA,121,21,12,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16820,JE415N2,PI,P1082,NA,NA,110,19,13,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16831,JE415N2,CU,P1084,NA,NA,116,21,13.2,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16832,JE415N2,CU,P1084,NA,NA,109,20,11.6,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16833,JE415N2,CU,P1084,NA,NA,111,21,12.9,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16834,JE415N2,CU,P1084,NA,NA,114,22,12.8,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16835,JE415N2,CU,P1084,NA,NA,108,18,7.8,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16836,JE415N2,CU,P1084,NA,NA,120,24,13.8,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16837,JE415N2,CU,P1084,NA,NA,115,21,14,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16838,JE415N2,CU,P1084,NA,NA,112,21,12.6,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16839,JE415N2,CU,P1084,NA,NA,112,20,15.1,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U16840,JE415N2,CU,P1084,NA,NA,108,19,8.4,SEMSP,not dissected,NA,NA,2018-06-12,J02,JS,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17471,DE525N1,PI,P1148,NA,NA,92,15,6.2,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17472,DE525N1,PI,P1148,NA,NA,76,13,4.1,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17473,DE525N1,PI,P1148,NA,NA,94,16,5.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17474,DE525N1,PI,P1148,NA,NA,79,12,3.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17475,DE525N1,PI,P1148,NA,NA,88,17,5.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17476,DE525N1,PI,P1148,NA,NA,83,15,4.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17477,DE525N1,PI,P1148,NA,NA,86,15,4.4,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17478,DE525N1,PI,P1148,NA,NA,77,13,3.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17479,DE525N1,PI,P1148,NA,NA,86,15,4.7,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17480,DE525N1,PI,P1148,NA,NA,90,16,6.6,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17321,DE525N1,CU,P1133,NA,NA,137,27,23,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17322,DE525N1,CU,P1133,NA,NA,90,16,6.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17323,DE525N1,CU,P1133,NA,NA,78,14,3.6,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17324,DE525N1,CU,P1133,NA,NA,110,23,13.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17325,DE525N1,CU,P1133,NA,NA,85,16,4.7,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17326,DE525N1,CU,P1133,NA,NA,96,18,6.9,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17327,DE525N1,CU,P1133,NA,NA,72,18,2.8,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17328,DE525N1,CU,P1133,NA,NA,125,23,17,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17329,DE525N1,CU,P1133,NA,NA,76,15,2.9,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17330,DE525N1,CU,P1133,NA,NA,79,14,4.1,SEMSP,not dissected,NA,NA,2018-06-12,D22,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17291,DE526N1,SO,P1130,08:58:00,09:06:00,111,22,141,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_allstages,NA,NA
U17301,DE526N1,PI,P1131,NA,NA,81,14,4.3,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17302,DE526N1,PI,P1131,NA,NA,78,15,13.9,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17303,DE526N1,PI,P1131,NA,NA,83,13,4.2,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17304,DE526N1,PI,P1131,NA,NA,79,14,4.4,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17305,DE526N1,PI,P1131,NA,NA,97,17,8.2,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17306,DE526N1,PI,P1131,NA,NA,81,13,4.3,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,0,0,0,NA,salmoncoast_motiles,NA,NA
U17307,DE526N1,PI,P1131,NA,NA,87,14,5.3,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17308,DE526N1,PI,P1131,NA,NA,76,13,4.1,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17309,DE526N1,PI,P1131,NA,NA,81,15,5.1,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17310,DE526N1,PI,P1131,NA,NA,77,12,3.8,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17311,DE526N1,CU,P1132,NA,NA,95,17,7.9,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,completely scaled,salmoncoast_motiles,NA,NA
U17312,DE526N1,CU,P1132,NA,NA,90,16,7.1,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17313,DE526N1,CU,P1132,NA,NA,94,17,6.2,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17314,DE526N1,CU,P1132,NA,NA,91,16,6.5,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17315,DE526N1,CU,P1132,NA,NA,95,17,9.2,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17316,DE526N1,CU,P1132,NA,NA,91,15,5.7,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17317,DE526N1,CU,P1132,NA,NA,80,14,3.8,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17318,DE526N1,CU,P1132,NA,NA,82,15,3.5,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
U17319,DE526N1,CU,P1132,NA,NA,105,18,10.1,SEMSP,not dissected,NA,NA,2018-06-13,D10,DI,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,salmoncoast_motiles,NA,NA
