"date.processed
",universal.fish.number,date,site.id,species,number,cwt,adipose,weight(g),standard.length(mm),fork.length(mm),cm,cpaf,caf,gc,gl,laf,palf,palm,lam,ucal,ulep,rna.tray.id,rna.tray.row,rna.tray.column,fa.box,fa.well,isotope.box,isotope.well,dna.box,dna.well,stomach.tray,otololith.box,otolith.well,scale.book,scale.location,carcass.bag,initials.of.dissector,mins.to.process,PHOTO.NUMBER,"comments:processing(thawed.sampled,etc)",comments:sample(condition.of.fish.and.tissues),qc.data
2016-06-09,1791,16-06-14,D09,SO,12,none,none,9,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-07-13,1626,16-06-03,J05,SO,26,NA,none,6.5,,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,E,11,SO27,34,SO33,87,NA,NA,67,SO21,43,36,50,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1627,16-06-03,J05,SO,24,NA,none,9,,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,F,11,SO27,35,SO33,89,NA,NA,67,SO21,45,37,10,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1634,16-06-03,J05,SO,21,NA,none,8.4,,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,E,1,SO27,36,SO33,92,NA,NA,68,SO21,46,38,26,6,BK,,,,,TS
2016-07-13,1628,16-06-03,J05,SO,30,NA,none,7.4,,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,G,11,SO27,37,SO33,94,NA,NA,67,SO21,47,37,11,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1635,16-06-03,J05,SO,28,NA,none,8.7,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,F,1,SO27,38,SO33,96,NA,NA,68,SO21,48,38,26,6,BK,,,,,TS
2016-07-13,1629,16-06-03,J05,SO,29,NA,none,8.8,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,H,11,SO27,39,SO33,98,NA,NA,67,SO21,49,37,12,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,,BK
2016-07-13,1630,16-06-03,J05,SO,22,NA,none,7.6,,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,A,2,SO27,41,SO33,100,NA,NA,68,SO21,50,37,13,6,TS,,,improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,1 OTOLITH IS BROKEN,BK
2016-07-14,1641,16-06-02,D20,SO,17,NA,none,6.7,,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,B,2,SO27,42,SO34,1,NA,NA,68,SO21,51,37,14,6,TS,,,,,BK
2016-07-14,1428,16-06-02,D20,SO,18,NA,none,7,,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,G,1,SO27,43,SO34,3,NA,NA,66,SO21,52,38,31,6,SJ,,,,,BK
2016-07-14,1642,16-06-02,D20,SO,12,NA,none,8.8,,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,C,2,SO27,44,SO34,5,NA,NA,69,SO21,53,37,15,6,TS,,,,,BK
2016-07-14,1636,16-06-02,D20,SO,11,NA,none,8.5,,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,A,3,SO27,45,SO34,7,NA,NA,69,SO21,54,38,32,6,BK,,,,,TS
2016-07-14,1429,16-06-02,D20,SO,15,NA,none,9.5,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,H,1,SO27,46,SO34,9,NA,NA,66,SO21,56,38,33,6,SJ,,,,,BK
2016-07-14,1643,16-06-02,D20,SO,13,NA,none,9.1,,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,D,2,SO27,47,SO34,12,NA,NA,69,SO21,55,37,16,6,TS,,,,,BK
2016-07-14,1637,16-06-02,D20,SO,16,NA,none,7.6,,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,B,3,SO27,48,SO34,14,NA,NA,69,SO21,57,38,34,6,BK,,,,,TS
2016-07-14,1644,16-06-02,D20,SO,14,NA,none,9.1,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,E,2,SO27,49,SO34,16,NA,NA,69,SO21,58,37,17,6,TS,,,,,BK
2016-07-14,1430,16-06-02,D20,SO,20,NA,none,8.5,,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,A,4,SO27,51,SO34,18,NA,NA,65,SO21,59,38,35,6,SJ,,,fork length estimated (caudal fin broken),,BK
2016-07-14,1645,16-06-02,D20,SO,19,NA,none,9.2,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,F,2,SO27,53,SO34,20,NA,NA,69,SO21,60,37,18,6,TS,,,1 OTOLITH IS BROKEN,,BK
2016-07-14,1638,16-05-27,J07,SO,6,NA,none,7.7,,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,C,3,SO27,52,SO34,21,NA,NA,69,SO21,61,38,36,6,BK,,,,,TS
2016-07-14,1646,16-05-27,J07,SO,4,NA,none,6.8,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,G,2,SO27,54,SO34,23,NA,NA,69,SO21,62,37,19,6,TS,,,,,BK
2016-07-14,1651,16-05-27,J07,SO,10,NA,none,7.2,,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,B,4,SO27,55,SO34,25,NA,NA,69,SO21,63,38,37,7,SJ,,,,,BK
2016-07-14,1639,16-05-27,J07,SO,5,NA,none,7.1,,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,D,3,SO27,56,SO34,27,NA,NA,69,SO21,64,38,38,7,BK,,,,,TS
2016-07-14,1647,16-05-27,J07,SO,8,NA,none,7.1,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,E,3,SO27,57,SO34,29,NA,NA,69,SO21,65,37,20,7,TS,,,,,BK
2016-07-14,1648,16-05-27,J07,SO,9,NA,none,7.3,,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,F,3,SO27,59,SO34,32,NA,NA,69,SO21,66,37,21,7,TS,,,,,BK
2016-07-14,1652,16-05-27,J07,SO,3,NA,none,7.9,,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,C,4,SO27,58,SO34,32,NA,NA,69,SO21,67,38,39,7,SJ,,,,,BK
2016-07-14,1649,16-05-27,J07,SO,2,NA,none,7.7,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,G,3,SO27,60,SO34,36,NA,NA,69,SO21,68,37,22,7,TS,,,,,BK
2016-07-14,1653,16-05-27,J07,SO,7,NA,none,7.8,,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,D,4,SO27,61,SO34,38,NA,NA,69,SO21,69,38,41,7,SJ,processing times ranged from 24-38 mins from freezer to freezer for the 6 fish I dissected,,,,BK
2016-07-14,1640,16-05-27,J07,SO,1,NA,none,5.9,,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,H,3,SO27,62,SO34,40,NA,NA,69,SO21,70,38,42,7,BK,,,,,TS
2016-09-02,1671,16-06-07,D22,SO,21,none,none,11.8,,117,0,1,0,0,0,0,0,0,0,0,0,16,H,6,SO28,1,SO34,41,NA,NA,71,SO21,73,40,1,8,BMM,,,non-motile x 1,,BJ
2016-09-02,1661,16-06-07,D22,SO,25,none,none,12.5,,102,0,0,0,0,0,0,0,0,0,0,0,16,H,5,SO28,2,SO34,42,NA,NA,72,SO21,72,43,1,8,CVJ,,,Only one otolith found,,BJ
2016-09-02,1654,16-06-07,D22,SO,22,none,none,13.4,,106,0,0,0,0,0,0,0,0,0,0,0,16,E,4,SO28,3,SO34,43,NA,NA,70,SO21,71,41,1,8,BJ,,,,,CVJ
2016-09-02,1655,16-06-07,D22,SO,30,none,none,11.9,,108,0,0,0,0,0,0,0,0,0,0,0,16,F,4,SO28,4,SO34,44,NA,NA,70,SO21,75,41,2,8,BJ,,,,,CVJ
2016-09-02,1672,16-06-07,D22,SO,26,none,none,11.4,,102,0,0,0,0,0,0,0,0,0,0,0,16,G,6,SO28,5,SO34,45,SO15,2,71,SO21,74,40,2,8,BMM,,,DNA taken (liver),,BJ
2016-09-02,1662,16-06-07,D22,SO,28,none,none,11.8,,102,0,0,0,0,0,0,0,0,0,0,0,16,G,5,SO28,6,SO34,46,NA,NA,72,SO21,75,43,2,8,CVJ,,,One otolith broken,,BJ
2016-09-02,1673,16-06-07,D22,SO,24,none,none,10.2,,97,0,0,0,0,0,0,0,0,0,0,0,16,F,6,SO28,8,SO34,47,NA,NA,71,SO21,77,40,3,8,BMM,,,,,BJ
2016-09-02,1656,16-06-07,D22,SO,29,none,none,6.7,,97,0,0,0,0,0,0,0,0,0,0,0,16,G,4,SO28,7,SO34,48,SO15,1,70,SO21,78,41,3,8,BJ,,,Took liver DNA. Only one otolith found,,CVJ
2016-09-02,1663,16-06-07,D22,SO,23,none,none,10.3,,91,0,0,0,0,0,0,0,0,0,0,0,16,F,5,SO28,9,SO34,49,SO15,3,72,SO21,79,43,3,8,CVJ,,,,,BJ
2016-09-02,1674,16-06-07,D22,SO,27,none,none,10.6,,97,0,0,0,0,0,0,0,0,0,0,0,16,E,6,SO28,10,SO34,50,NA,NA,71,SO21,80,40,4,8,BMM,,,,,BJ
2016-09-02,1657,16-06-07,D09,SO,12,none,none,7.9,,90,0,0,0,0,0,0,0,0,0,0,0,16,H,4,SO28,11,SO34,51,NA,NA,70,SO21,81,41,4,8,BJ,,,,,CVJ
2016-09-02,1664,16-06-07,D09,SO,13,none,none,8.5,,92,0,0,0,0,0,0,0,0,0,0,0,16,E,5,SO28,12,SO34,52,NA,NA,72,SO21,82,43,4,8,CVJ,,,,,BJ
2016-09-02,1675,16-06-07,D09,SO,11,none,none,10.2,,93,0,0,0,0,0,0,0,0,0,0,0,16,D,6,SO28,13,SO34,53,NA,NA,71,SO21,83,40,5,8,BMM,,,non-motile x 1, large lesion (12mm x 5mm) on dorsal side behind head,BJ
2016-09-02,1658,16-06-07,D09,SO,15,none,none,8.1,,94,0,0,1,0,0,0,0,0,0,0,0,16,H,7,SO28,14,SO34,54,SO15,4,70,SO21,84,41,5,8,BJ,,,Took liver DNA.,,CVJ
2016-09-02,1665,16-06-07,D09,SO,16,none,none,8.5,,94,0,0,0,0,0,0,0,0,0,0,0,16,D,5,SO28,15,SO34,55,NA,NA,72,SO21,85,43,5,8,CVJ,,,,,BJ
2016-09-02,1659,16-06-07,D09,SO,18,none,none,7.4,,90,1,0,0,0,0,0,0,0,0,0,0,16,G,7,SO28,16,SO34,56,NA,NA,70,SO21,88,41,6,8,BJ,,,,,CVJ
2016-09-02,1676,16-06-07,D09,SO,19,none,none,8.4,,89,0,0,0,1,0,0,0,0,0,0,0,16,C,6,SO28,17,SO34,57,NA,NA,71,SO21,87,40,6,8,BMM,,,,,BJ
2016-09-02,1666,16-06-07,D09,SO,20,none,none,6.7,,85,0,0,0,1,0,0,0,0,0,0,0,16,C,5,SO28,18,SO34,58,NA,NA,72,SO21,86,43,6,8,CVJ,,,,,BJ
2016-09-02,1677,16-06-07,D09,SO,17,none,none,7,,84,0,0,0,0,0,0,0,0,0,0,0,16,B,6,SO28,19,SO34,59,NA,NA,71,SO21,89,40,7,8,BMM,,,,,BJ
2016-09-02,1660,16-06-07,D09,SO,14,none,none,NA,,99,0,0,0,0,0,0,0,0,0,0,0,16,F,7,SO28,20,SO34,60,NA,NA,70,SO21,91,41,7,8,BJ,,,Forgot to weigh,,CVJ
2016-09-02,1667,16-06-09,J02,SO,26,none,none,11.1,,93,0,0,0,0,0,0,0,0,0,0,0,16,B,5,SO28,21,SO34,61,NA,NA,72,SO21,90,43,7,8,CVJ,,,,,BJ
2016-09-02,1678,16-06-09,J02,SO,28,none,none,8.9,,89,0,0,0,0,0,0,0,0,0,0,0,16,A,6,SO28,22,SO34,62,NA,NA,71,SO21,92,40,8,8,BMM,,,,,BJ
2016-09-03,1668,16-06-09,J02,SO,22,none,none,9.1,,84,0,0,0,0,0,0,0,0,0,0,0,16,A,5,SO28,23,SO34,63,SO15,5,72,SO21,93,43,8,8,CVJ,,,,,BJ
2016-09-03,1669,16-06-09,J02,SO,24,none,none,12.1,,104,0,1,1,1,0,0,0,0,0,0,0,16,H,8,SO28,24,SO34,64,NA,NA,72,SO21,94,43,9,8,CVJ,,,,,BJ
2016-09-03,1691,16-06-09,J02,SO,23,none,none,10.9,,95,0,0,0,0,0,0,0,0,0,0,0,16,E,7,SO28,25,SO34,65,NA,NA,70,SO21,95,41,8,8,BJ,,,I cross contaminated spleen and liver microtube. 1 otolith found,,CVJ
2016-09-04,1670,16-06-09,J02,SO,25,none,none,10.5,,95,0,1,1,0,0,0,0,0,0,0,0,16,G,8,SO28,26,SO34,66,NA,NA,72,SO21,96,43,10,8,CVJ,,,,,BJ
2016-09-04,1692,16-06-09,J02,SO,29,none,none,14.1,,108,0,0,0,0,0,0,0,0,0,0,0,16,D,7,SO28,27,SO34,67,NA,NA,70,SO21,97,41,9,8,BJ,,,Caligus chalimus x 1,,CVJ
2016-09-04,1701,16-06-09,J02,SO,21,none,none,10.1,,96,0,0,0,0,0,0,0,0,0,0,0,16,F,8,SO28,28,SO34,68,NA,NA,72,SO21,98,43,11,8,CVJ,,,One otolith broken,,BJ
2016-09-04,1693,16-06-09,J02,SO,30,none,none,15.4,,104,0,1,0,0,0,0,0,0,0,0,0,16,C,7,SO28,29,SO34,69,NA,NA,70,SO21,99,41,10,8,BJ,,,,,CVJ
2016-09-04,1702,16-06-09,J02,SO,27,none,none,10.2,,89,0,0,0,0,0,0,0,0,0,0,0,16,E,8,SO28,30,SO34,70,NA,NA,72,SO21,100,43,12,8,CVJ,,,One otolith broken,,BJ
2016-09-04,1703,16-06-14,D22,SO,1,none,none,14.9,,110,1,0,0,0,0,0,0,0,0,0,0,16,D,8,SO28,31,SO34,71,NA,NA,72,SO22,1,43,13,8,CVJ,,,Forgot to cap vials overnight. Muscle sample contaminated with that of U1704. Liver with large pale yellowish section.,,BJ
2016-09-05,1704,16-06-14,D22,SO,2,none,none,12.5,,108,0,0,0,0,0,0,0,0,0,0,0,16,C,8,SO28,32,SO34,72,NA,NA,72,SO22,2,43,14,8,CVJ,,,Bottom right scale in scale book got scratched a bit.,,BJ
2016-09-05,1705,16-06-14,D22,SO,7,none,none,18.1,,120,0,0,0,0,0,0,0,0,0,0,0,16,B,8,SO28,33,SO34,73,NA,NA,72,SO22,3,43,15,8,CVJ,,,,"Large lesion, above lateral line, posterior to gills - Picture. Kidney tissue cotaminated with its own heart tissue.",BJ
2016-09-05,1706,16-06-14,D22,SO,8,none,none,16.4,,118,0,0,0,0,0,0,0,0,0,0,0,16,A,8,SO28,34,SO34,74,NA,NA,72,SO22,4,43,16,8,CVJ,,,,,BJ
2016-09-05,1707,16-06-14,D22,SO,4,none,none,12.2,,101,0,0,0,0,0,0,0,0,0,0,0,16,H,9,SO28,35,SO34,75,NA,NA,72,SO22,5,43,17,8,CVJ,,,,,BJ
2016-09-05,1708,16-06-14,D22,SO,5,none,none,11.4,,105,0,0,0,0,0,0,0,0,0,0,0,16,G,9,SO28,36,SO34,76,NA,NA,72,SO22,6,43,18,8,CVJ,,,,,BJ
2016-09-05,1709,16-06-14,D22,SO,6,none,none,8.6,,98,0,0,0,0,0,0,0,0,0,0,0,16,F,9,SO28,37,SO34,77,NA,NA,72,SO22,7,43,19,8,CVJ,,,,,BJ
2016-09-05,1710,16-06-14,D22,SO,9,none,none,11.5,,109,0,0,0,0,0,0,0,0,0,0,0,16,E,9,SO28,38,SO34,78,NA,NA,72,SO22,8,43,20,8,CVJ,,,One otolith broken,,BJ
2016-09-05,1711,16-06-14,D22,SO,10,none,none,12.8,,103,0,0,0,0,0,0,0,0,0,0,0,16,D,9,SO28,39,SO34,79,NA,NA,72,SO22,9,43,21,8,CVJ,,,,Tiny spleen,BJ
2016-09-06,1721,16-06-18,J09,SO,13,none,none,7.4,,99,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-06,1722,16-06-18,J09,SO,11,none,none,8.6,,101,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-06,1723,16-06-18,J09,SO,18,none,none,7.9,,94,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-06,1724,16-06-18,J09,SO,12,none,none,8.7,,93,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-06,1694,16-06-14,D22,SO,3,none,none,12.4,,109,0,0,0,0,0,0,0,0,0,0,0,16,B,7,SO28,40,SO34,80,NA,NA,70,SO22,10,41,11,8,BJ,,,one otolith,,CVJ
2016-09-06,1712,16-06-22,D21,SO,29,none,none,14.9,,120,0,0,0,0,0,0,0,0,0,0,0,16,C,9,SO28,41,SO34,81,NA,NA,72,SO22,12,43,22,8,CVJ,,,One otolith broken,,BJ
2016-09-06,1695,16-06-22,D21,SO,30,none,none,10.3,,107,0,0,1,0,0,0,0,0,0,0,0,16,A,7,SO28,42,SO34,82,NA,NA,70,SO22,11,41,12,8,BJ,,,,,CVJ
2016-09-06,1713,16-06-22,D21,SO,27,none,none,13.1,,109,0,1,0,0,0,0,0,0,0,0,0,16,B,9,SO28,43,SO34,83,NA,NA,72,SO22,13,43,23,8,CVJ,,,,,BJ
2016-09-06,1714,16-06-22,D21,SO,21,none,none,14.7,,114,0,0,0,0,0,0,0,0,0,0,0,16,A,9,SO28,44,SO34,84,NA,NA,72,SO22,14,43,24,8,CVJ,,,,,BJ
2016-09-06,1696,16-06-22,D21,SO,28,none,none,18.3,,130,0,0,0,0,0,0,0,0,0,0,0,16,H,10,SO28,45,SO34,85,NA,NA,70,SO22,15,41,13,8,BJ,,,,,CVJ
2016-09-06,1697,16-06-22,D21,SO,22,none,none,13.2,,104,0,0,0,1,0,0,0,0,0,0,0,16,G,10,SO28,46,SO34,86,NA,NA,70,SO22,17,41,14,8,BJ,,,,,CVJ
2016-09-06,1715,16-06-22,D21,SO,24,none,none,13.7,,112,0,0,0,0,0,0,0,0,0,0,0,16,H,11,SO28,47,SO34,86,NA,NA,72,SO22,16,43,25,8,CVJ,,,,,BJ
2016-09-06,1698,16-06-22,D21,SO,23,none,none,12.8,,117,0,0,0,0,0,0,0,0,0,0,0,16,F,10,SO28,49,SO34,89,NA,NA,70,SO22,18,41,15,9,BJ,,,,,CVJ
2016-09-06,1716,16-06-22,D21,SO,25,none,none,NA,,119,0,0,0,0,0,0,0,0,0,0,0,16,G,11,SO28,49,SO34,89,NA,NA,73,SO22,19,43,26,9,CVJ,,,Forgot to record weight,,BJ
2016-09-06,1699,16-06-22,D21,SO,26,none,none,15.6,,111,0,0,0,0,0,0,0,0,0,0,0,16,E,10,SO28,50,SO34,90,NA,NA,70,SO22,20,41,16,9,BJ,,,,,CVJ
2016-09-06,1717,16-06-17,J01,SO,9,none,none,18.2,,118,0,0,0,0,0,0,0,0,0,0,0,16,F,11,SO28,51,SO34,91,NA,NA,73,SO22,22,43,27,9,CVJ,,,,,BJ
2016-09-06,1700,16-06-07,J01,SO,8,none,none,10.2,,95,1,2,0,1,0,0,0,0,0,0,0,16,D,10,SO28,52,SO34,92,NA,NA,70,SO22,21,41,17,9,BJ,,,,,CVJ
2016-09-07,1725,16-06-18,J09,SO,14,none,none,9.2,,104,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1726,16-06-18,J09,SO,15,none,none,10.8,,103,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1727,16-06-18,J09,SO,16,none,none,10.2,,110,2,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1728,16-06-18,J09,SO,19,none,none,11.1,,117,0,1,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1729,16-06-18,J09,SO,17,none,none,11,,115,2,1,1,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1730,16-06-18,J09,SO,20,none,none,10.9,,111,0,1,2,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1751,16-06-02,J09,SO,10,none,none,9.6,,95,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1752,16-06-02,J09,SO,3,none,none,7.7,,98,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1753,16-06-02,J09,SO,2,none,none,NA,,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1754,16-06-02,J09,SO,4,none,none,9.5,,109,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1755,16-06-02,J09,SO,5,none,none,9.2,,99,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1756,16-06-02,J09,SO,1,none,none,7.7,,98,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-07,1761,16-05-28,J02,SO,9,none,none,8.6,,95,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1762,16-05-28,J02,SO,8,none,none,11.8,,115,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1763,16-05-28,J02,SO,1,none,none,10.8,,106,0,2,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1764,16-05-28,J02,SO,3,none,none,11.9,,110,0,1,0,0,0,0,0,1,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-07,1718,16-06-17,J01,SO,2,none,none,11.9,,110,0,1,0,0,0,0,0,0,0,0,0,16,E,11,SO28,53,SO34,93,NA,NA,73,SO22,23,43,28,9,CVJ,,,,,BJ
2016-09-07,1741,16-06-17,J01,SO,3,none,none,13.9,,105,0,0,0,0,0,0,0,0,0,0,0,16,C,10,SO28,54,SO34,94,NA,NA,70,SO22,24,41,18,9,BJ,,,,,CVJ
2016-09-07,1719,16-06-17,J01,SO,10,none,none,13.8,,108,0,0,0,0,0,0,0,0,0,1,0,16,D,11,SO28,55,SO34,95,NA,NA,73,SO22,25,43,29,9,CVJ,,,,,BJ
2016-09-07,1742,16-06-17,J01,SO,5,none,none,15.5,,109,1,0,0,0,0,0,0,0,0,0,0,16,B,10,SO28,56,SO34,96,NA,NA,70,SO22,26,41,19,9,BJ,,,,,CVJ
2016-09-07,1720,16-06-17,J01,SO,4,none,none,10.7,,94,0,0,0,0,0,0,0,0,0,0,0,16,C,11,SO28,57,SO34,97,NA,NA,73,SO22,27,43,30,9,CVJ,,,,,BJ
2016-09-07,1743,16-06-17,J01,SO,6,none,none,11.8,,100,0,0,0,0,0,0,0,0,0,0,0,16,A,10,SO28,58,SO34,98,NA,NA,70,SO22,28,41,20,9,BJ,,,Dropped fish on floor,,CVJ
2016-09-07,1744,16-06-17,J01,SO,7,none, none,15.5,,120,0,0,0,0,0,0,0,0,0,0,0,16,H,12,SO28,59,SO34,99,NA,NA,70,SO22,29,41,21,9,BJ,,,,,CVJ
2016-09-07,1745,16-06-17,J01,SO,1,none,none,12.4,,108,0,0,0,0,0,0,0,0,0,0,0,16,G,12,SO28,60,SO34,100,NA,NA,70,SO22,30,41,22,9,BJ,,,,,CVJ
2016-09-08,1757,16-06-02,J09,SO,6,none,none,10.2,,98,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-08,1758,16-06-02,J09,SO,9,none,none,8.7,,93,1,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-08,1759,16-06-02,J09,SO,7,none,none,10.6,,100,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-08,1760,16-06-02,J09,SO,8,none,none,14.4,,108,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BJ,,,Enumerated for sea lice only,,CVJ
2016-09-08,1765,16-05-28,J02,SO,2,none,none,7.5,,92,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-08,1766,16-05-28,J02,SO,6,none,none,7.7,,94,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
2016-09-08,1767,16-05-28,J02,SO,4,none,none,8.5,,97,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVJ,,,Enumerated for sea lice only,,BJ
