ufn,package_id,species,seine_id,survey_id.x,survey_date,site_id,time_out,weight_field,fork_length_field,height,time_dewar,field_lice_id_protocol,fish_field_comments,analysis_planned,id_flag,eLab?,qc.x,order,survey_id.y,set_number,set_type,lat,lon,set_time,set_sliders,set_poppers,set_dimpling,fish_retained,so_taken,so_total,pi_taken,pi_total,cu_taken,cu_total,co_taken,co_total,he_taken,he_total,ck_taken,ck_total,total_caught,collection_protocol,seine_comments,qc.y
U24085,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:04:00Z,5.5,85,14,1899-12-30T09:41:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,145,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24086,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:05:00Z,7.5,95,16,1899-12-30T09:41:00Z,NA,,JSP,N,yes,KB,146,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24087,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:07:00Z,7.5,100,17,1899-12-30T09:45:00Z,NA,,JSP,N,yes,KB,147,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24088,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:09:00Z,5.5,98,18,1899-12-30T09:45:00Z,NA,,JSP,N,yes,KB,148,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24089,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:10:00Z,6,91,15,1899-12-30T09:49:00Z,NA,,JSP,N,yes,KB,149,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24090,P1609,PI,DE912N1,DE912,2022-06-17T00:00:00Z,D10,1899-12-30T09:13:00Z,7,97,19,1899-12-30T09:49:00Z,NA,,JSP,N,yes,KB,150,DE912,1,targeted,50.440467,-125.271967,1899-12-30T07:20:00Z,1,1,0,yes,7,7,11,789,10,343,0,0,0,0,0,0,1139,SEMSP,,KB
U24251,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:27:00Z,20,132,27,1899-12-30T08:42:00Z,modified_salmoncaost_allstages,cut on belly,JSP,N,yes,KB,151,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24252,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:29:00Z,21.5,130,26,1899-12-30T08:47:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,152,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24253,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:30:00Z,30,150,32,1899-12-30T08:50:00Z,modified_salmoncaost_allstages,"lots of damage, possibly predator teethmarks",JSP,N,yes,KB,153,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24254,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:32:00Z,13.5,113,24,1899-12-30T08:56:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,154,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24255,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:34:00Z,24,132,26,1899-12-30T09:05:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,155,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24256,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:38:00Z,23,135,26,1899-12-30T09:10:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,156,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24257,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:40:00Z,17.5,131,24,1899-12-30T09:12:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,157,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24258,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:43:00Z,19,135,25,1899-12-30T09:19:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,158,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24259,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:47:00Z,30,145,31,1899-12-30T09:16:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,159,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24260,P1626,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T08:48:00Z,25,140,28,1899-12-30T09:07:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,160,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24261,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:07:00Z,21.5,133,26,1899-12-30T09:24:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,161,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24262,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:09:00Z,20.5,131,25,1899-12-30T09:26:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,162,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24263,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:10:00Z,17.5,129,24,1899-12-30T09:30:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,163,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24264,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:14:00Z,22,135,25,1899-12-30T09:34:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,164,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24265,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:16:00Z,20,133,25,1899-12-30T09:39:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,165,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24266,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:19:00Z,18,125,23,1899-12-30T09:41:00Z,NA,,JSP,N,yes,KB,166,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24267,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:20:00Z,26.5,142,27,1899-12-30T09:44:00Z,NA,,JSP,N,yes,KB,167,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24268,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:21:00Z,15.5,123,23,1899-12-30T09:45:00Z,NA,,JSP,N,yes,KB,168,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24269,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:23:00Z,12.5,112,21,1899-12-30T09:49:00Z,NA,,JSP,N,yes,KB,169,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24270,P1627,CU,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:25:00Z,27.5,147,28,1899-12-30T09:50:00Z,NA,,JSP,N,yes,KB,170,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24271,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:27:00Z,10,107,20,1899-12-30T09:53:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,171,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24272,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:28:00Z,7.4,98,13,1899-12-30T09:55:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,172,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24273,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:30:00Z,9.5,103,19,1899-12-30T09:58:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,173,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24274,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:32:00Z,6.7,93,18,1899-12-30T10:03:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,174,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24275,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:34:00Z,11,108,22,1899-12-30T10:04:00Z,modified_salmoncaost_allstages,,JSP,N,yes,KB,175,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24276,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:38:00Z,10,103,20,1899-12-30T10:07:00Z,NA,,JSP,N,yes,KB,176,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24277,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:42:00Z,7.6,99,19,1899-12-30T10:13:00Z,NA,,JSP,N,yes,KB,177,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24278,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:44:00Z,17.5,123,22,1899-12-30T10:13:00Z,NA,,JSP,N,yes,KB,178,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24279,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:46:00Z,27,144,28,1899-12-30T10:15:00Z,NA,,JSP,N,yes,KB,179,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24280,P1628,PI,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:49:00Z,26,140,30,1899-12-30T10:15:00Z,NA,,JSP,N,yes,KB,180,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24281,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:57:00Z,NA,NA,NA,1899-12-30T10:12:00Z,NA,,JSP,N,yes,KB,181,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24282,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:00:00Z,NA,NA,NA,1899-12-30T10:12:00Z,NA,,JSP,N,yes,KB,182,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24283,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:02:00Z,NA,NA,NA,1899-12-30T10:18:00Z,NA,,JSP,N,yes,KB,183,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24284,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:03:00Z,NA,NA,NA,1899-12-30T10:18:00Z,NA,,JSP,N,yes,KB,184,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24285,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:06:00Z,NA,NA,NA,1899-12-30T10:20:00Z,NA,,JSP,N,yes,KB,185,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24286,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:09:00Z,NA,NA,NA,1899-12-30T10:20:00Z,NA,,JSP,N,yes,KB,186,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24287,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:11:00Z,NA,NA,NA,1899-12-30T10:25:00Z,NA,,JSP,N,yes,KB,187,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24288,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:13:00Z,NA,NA,NA,1899-12-30T10:25:00Z,NA,,JSP,N,yes,KB,188,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24289,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:15:00Z,NA,NA,NA,1899-12-30T10:25:00Z,NA,,JSP,N,yes,KB,189,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24290,P1629,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:18:00Z,NA,NA,NA,1899-12-30T10:27:00Z,NA,,JSP,N,yes,KB,190,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22981,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:20:00Z,NA,NA,NA,1899-12-30T10:30:00Z,NA,,JSP,N,yes,KB,191,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22982,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:22:00Z,NA,NA,NA,1899-12-30T10:30:00Z,NA,,JSP,N,yes,KB,192,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22983,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:23:00Z,NA,NA,NA,1899-12-30T10:31:00Z,NA,,JSP,N,yes,KB,193,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22984,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:26:00Z,NA,NA,NA,1899-12-30T10:33:00Z,NA,,JSP,N,yes,KB,194,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22985,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:27:00Z,NA,NA,NA,1899-12-30T10:33:00Z,NA,,JSP,N,yes,KB,195,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22986,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:29:00Z,NA,NA,NA,1899-12-30T10:36:00Z,NA,,JSP,N,yes,KB,196,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22987,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:31:00Z,NA,NA,NA,1899-12-30T10:38:00Z,NA,predator scaring,JSP,N,yes,KB,197,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22988,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:34:00Z,NA,NA,NA,1899-12-30T10:40:00Z,NA,,JSP,N,yes,KB,198,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22989,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:36:00Z,NA,NA,NA,1899-12-30T10:43:00Z,NA,,JSP,N,yes,KB,199,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U22990,P1499,SO,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T10:37:00Z,NA,NA,NA,1899-12-30T10:45:00Z,NA,,JSP,N,yes,KB,200,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24291,P1630,HE,DE913N1,DE913,2022-06-20T00:00:00Z,D09,1899-12-30T09:56:00Z,NA,NA,NA,1899-12-30T10:06:00Z,NA,,JSP,N,yes,KB,201,DE913,1,targeted,50.3072,-125.3309,1899-12-30T08:03:00Z,1,10,1,yes,30,40,10,690,10,306,0,2,1,1,0,0,1039,SEMSP,,KB
U24411,P1642,CU,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:44:00Z,10.1,106,19,1899-12-30T10:09:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,202,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24412,P1642,CU,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:47:00Z,6.9,92,19,1899-12-30T10:09:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,203,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24413,P1642,CU,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:50:00Z,5.4,86,17,1899-12-30T10:09:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,204,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24401,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:16:00Z,4.6,81,15,1899-12-30T09:40:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,205,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24402,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:18:00Z,5.7,92,16,1899-12-30T09:40:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,206,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24403,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:19:00Z,4.9,87,14,1899-12-30T09:40:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,207,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24404,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:20:00Z,9.7,107,20,1899-12-30T09:47:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,208,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24405,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:22:00Z,6.5,93,18,1899-12-30T09:58:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,209,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24406,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:24:00Z,4.7,84,14,1899-12-30T09:58:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,210,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24407,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:25:00Z,27.5,144,27,1899-12-30T09:58:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,211,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24408,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:28:00Z,4.7,83,15,1899-12-30T10:02:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,212,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24409,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:30:00Z,5.3,88,16,1899-12-30T09:47:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,213,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U24410,P1641,PI,DE914N1,DE914,2022-06-24T00:00:00Z,D10,1899-12-30T09:31:00Z,4.7,83,15,1899-12-30T09:47:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,214,DE914,1,targeted,50.437783,-125.266567,1899-12-30T08:32:00Z,0,1,1,yes,0,0,10,60,3,3,0,0,0,0,0,0,63,SEMSP,,TVDS
U22991,P1500,SO,DE915N1,DE915,2022-06-28T00:00:00Z,D09,1899-12-30T08:16:00Z,14.5,119,22,1899-12-30T08:33:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,215,DE915,1,targeted,50.3049833333,-125.3363833333,1899-12-30T07:53:00Z,0,1,10,yes,1,1,10,78,11,57,0,0,0,0,0,0,136,SEMSP,"one chum accidentally miss IDed as a pink, kept as trainer fish",TVDS
U24741,P1675,CU,DE915N1,DE915,2022-06-28T00:00:00Z,D09,1899-12-30T08:31:00Z,19,129,25,1899-12-30T09:06:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,216,DE915,1,targeted,50.3049833333,-125.3363833333,1899-12-30T07:53:00Z,0,1,10,yes,1,1,10,78,11,57,0,0,0,0,0,0,136,SEMSP,"one chum accidentally miss IDed as a pink, kept as trainer fish",TVDS
U24742,P1675,CU,DE915N1,DE915,2022-06-28T00:00:00Z,D09,1899-12-30T08:32:00Z,16,124,22,1899-12-30T09:06:00Z,modified_salmoncaost_allstages,,JSP,N,,TVDS,217,DE915,1,targeted,50.3049833333,-125.3363833333,1899-12-30T07:53:00Z,0,1,10,yes,1,1,10,78,11,57,0,0,0,0,0,0,136,SEMSP,"one chum accidentally miss IDed as a pink, kept as trainer fish",TVDS
U24743,P1675,CU,DE915N1,DE915,2022-06-28T00:00:00Z,D09,1899-12-30T08:35:00Z,18,125,25,1899-12-30T09:06:00Z,modified_salmoncaost_allstages,lots of predator wounds,JSP,N,,TVDS,218,DE915,1,targeted,50.3049833333,-125.3363833333,1899-12-30T07:53:00Z,0,1,10,yes,1,1,10,78,11,57,0,0,0,0,0,0,136,SEMSP,"one chum accidentally miss IDed as a pink, kept as trainer fish",TVDS
