"","hakai_id","fork_length","comments"
"717","U3407",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"718","U3851",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"719","U3908",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"720","U3778",120,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"721","U3776",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"722","U3425",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"723","U3426",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"724","U3429",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"725","U10031",74,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"726","U10032",69,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"727","U10033",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"728","U10034",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"729","U10111",79,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"730","U10351",69,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"731","U10352",66,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"732","U10515",74,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"733","U10517",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"734","U10520",79,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"735","U10752",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"736","U15326",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"737","U10912",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"738","U10914",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"739","U10915",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"740","U10916",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"741","U10918",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"742","U11311",83,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"743","U13231",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"744","U13233",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"745","U13238",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"746","U13240",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"747","U13072",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"748","U13074",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"749","U16441",70,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"750","U16053",83,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"751","U16054",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"752","U16057",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"753","U16001",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"754","U16002",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"755","U16003",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"756","U16004",77,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"757","U16005",80,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"758","U16008",68,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"759","U16010",82,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"760","U16486",74,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"761","U16201",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"762","U16202",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"763","U16203",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"764","U16207",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"765","U16209",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"766","U16282",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"767","U16401",66,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"768","U16403",72,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"769","U16404",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"770","U16406",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"771","U16408",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"772","U16409",69,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"773","U5482",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"774","U5483",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"775","U5115",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"776","U5487",140,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"777","U5488",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"778","U5497",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"779","U5499",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"780","U5500",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"781","U5138",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"782","U5140",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"783","U5142",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"784","U5143",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"785","U5161",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"786","U5169",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"787","U5151",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"788","U5152",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"789","U5157",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"790","U5159",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"791","U5160",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"792","U5182",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"793","U5171",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"794","U5172",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"795","U5194",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"796","U5196",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"797","U5199",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"798","U5200",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"799","U5205",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"800","U5206",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"801","U5207",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"802","U5185",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"803","U5187",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"804","U5235",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"805","U5222",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"806","U5223",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"807","U5224",94,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"808","U5248",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"809","U5250",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"810","U5257",83,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"811","U5270",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"812","U5273",71,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"813","U5239",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"814","U5240",69,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"815","U5242",71,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"816","U5243",65,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"817","U5462",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"818","U16914",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"819","U17442",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"820","U17445",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"821","U17449",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"822","U16826",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"823","U17054",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"824","U17734",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"825","U17735",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"826","U17737",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"827","U16642",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"828","U17350",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"829","U17058",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"830","U17161",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"831","U17330",79,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"832","U17022",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"833","U17027",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"834","U17030",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"835","U16263",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"836","U16267",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"837","U17390",74,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"838","U17711",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"839","U17568",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"840","U17319",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"841","U16610",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"842","U16601",125,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"843","U16983",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"844","U16985",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"845","U5454",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"846","U16391",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"847","U4099",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"848","U2635",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"849","U3126",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"850","U2627",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"851","U4980",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"852","U3007",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"853","U4173",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"854","U4091",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"855","U3124",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"856","U3117",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"857","U3750",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"858","U4078",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"859","U4077",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"860","U3011",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"861","U4058",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"862","U4070",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"863","U4150",94,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"864","U4151",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"865","U4153",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"866","U4165",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"867","U4168",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"868","U4154",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"869","U3001",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"870","U3003",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"871","U2542",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"872","U3148",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"873","U3143",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"874","U2629",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"875","U4155",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"876","U4170",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"877","U4965",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"878","U2633",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"879","U2661",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"880","U2663",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"881","U3026",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"882","U4970",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"883","U2919",94,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"884","U3008",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"885","U2934",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"886","U3156",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"887","U2666",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"888","U2543",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"889","U3096",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"890","U3128",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"891","U3127",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"892","U3129",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"893","U4096",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"894","U4065",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"895","U3118",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"896","U4025",135,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"897","U4024",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"898","U4020",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"899","U2795",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"900","U2906",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"901","U4163",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"902","U3085",133,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"903","U4143",140,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"904","U2662",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"905","U3146",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"906","U3091",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"907","U3140",140,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"908","U2660",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"909","U3106",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"910","U3113",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"911","U2917",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"912","U2908",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"913","U3154",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"914","U3152",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"915","U3145",136,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"916","U3161",140,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"917","U3159",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"918","U3139",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"919","U2929",140,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"920","U3727",92,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"921","U3703",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"922","U3321",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"923","U3324",72,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"924","U2975",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"925","U3631",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"926","U3315",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"927","U3672",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"928","U3679",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"929","U3648",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"930","U3650",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"931","U3739",94,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"932","U3604",111,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"933","U3601",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"934","U3306",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"935","U3718",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"936","U3717",105,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"937","U3711",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"938","U3198",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"939","U2951",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"940","U3504",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"941","U3327",97,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"942","U2978",101,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"943","U4035",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"944","U4032",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"945","U2957",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"946","U4037",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"947","U4038",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"948","U3311",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"949","U2966",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"950","U3307",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"951","U3310",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"952","U3309",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"953","U2958",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"954","U2989",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"955","U3621",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"956","U3619",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"957","U10041",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"958","U10042",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"959","U10043",88,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"960","U10044",89,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"961","U10122",114,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"962","U10123",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"963","U10126",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"964","U10127",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"965","U10128",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"966","U10442",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"967","U10445",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"968","U10446",73,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"969","U10448",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"970","U10521",116,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"971","U10522",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"972","U10525",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"973","U10527",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"974","U12447",104,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"975","U10610",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"976","U10601",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"977","U10609",109,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"978","U12601",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"979","U12604",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"980","U11082",107,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"981","U11086",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"982","U12764",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"983","U11167",100,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"984","U12843",127,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"985","U12850",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"986","U12922",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"987","U12925",108,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"988","U12926",110,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"989","U12930",106,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"990","U13003",112,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"991","U13008",113,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"992","U13009",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"993","U13250",103,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"994","U11401",83,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"995","U11403",76,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"996","U11405",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"997","U11410",95,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"998","U16432",78,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"999","U16440",75,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1000","U16495",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1001","U16497",91,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1002","U16500",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1003","U16101",81,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1004","U16106",82,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1005","U16361",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1006","U16362",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1007","U16363",69,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1008","U16364",79,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1009","U16244",65,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1010","U16246",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1011","U16247",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1012","U16248",84,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1013","U16231",99,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1014","U16232",85,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1015","U16235",82,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1016","U16236",117,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1017","U16239",87,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1018","U16467",96,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1019","U16084",67,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1020","U16086",90,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1021","U16261",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1022","U16262",93,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1023","U17341",98,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1024","U16841",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1025","U16845",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1026","U16849",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1027","U17921",147,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1028","U16721",139,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1029","U5041",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1030","U2649",142,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1031","U2647",168,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1032","U3064",130,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1033","U2648",167,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1034","U3048",156,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1035","U2650",147,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1036","U3051",152,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1037","U2646",138,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1038","U3052",157,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1039","U3067",146,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1040","U2653",172,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1041","U3080",180,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1042","U2656",180,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1043","U3931",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1044","U3933",131,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1045","U3929",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1046","U3932",144,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1047","U3930",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1048","U3940",115,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1049","U3921",146,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1050","U3958",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1051","U3948",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1052","U3946",123,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1053","U3939",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1054","U3954",118,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1055","U3941",137,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1056","U3922",137,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1057","U10134",122,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1058","U12611",124,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1059","U12620",141,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1060","U12693",153,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1061","U12694",149,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1062","U12697",153,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1063","U12698",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1064","U16093",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1065","U16098",129,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1066","U16100",158,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1067","U16778",126,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1068","U17174",119,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1069","U17177",121,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1070","U17173",102,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1071","U16592",128,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
"1072","U16635",134,"Fork length generated with species-specific linear regression model (2019-02-01 JG)"
